1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByToken_migrated(token));
    List<Completable> deleteScopesCompletable = scopes.getData().stream().map((s)->RxJava2Adapter.monoToCompletable(scopeService.delete_migrated(s.getId(), true))).collect(Collectors.toList());
    return Completable.concat(deleteScopesCompletable);
}).apply(g)))).then()).then(emailTemplateService.findAll_migrated(ReferenceType.DOMAIN, domainId).flatMap((v)->emailTemplateService.delete_migrated(v.getId())).then()).then(formService.findByDomain_migrated(domainId).flatMap((v)->formService.delete_migrated(domainId, v.getId())).then()).then(reporterService.findByDomain_migrated(domainId).flatMap((v)->reporterService.delete_migrated(v.getId())).then()).then(flowService.findAll_migrated(ReferenceType.DOMAIN, domainId).filter(RxJavaReactorMigrationUtil.toJdkPredicate((f)->f.getId() != null)).flatMap((v)->flowService.delete_migrated(v.getId())).then()).then(membershipService.findByReference_migrated(domainId, ReferenceType.DOMAIN).flatMap((v)->membershipService.delete_migrated(v.getId())).then()).then(factorService.findByDomain_migrated(domainId).flatMap((v)->factorService.delete_migrated(domainId, v.getId())).then()).then(resourceService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Resource>, CompletableSource>toJdkFunction((resources)->{
    List<Completable> deletedResourceCompletable = resources.stream().map((io.gravitee.am.model.uma.Resource ident)->RxJava2Adapter.monoToCompletable(resourceService.delete_migrated(ident))).collect(Collectors.toList());
    return Completable.concat(deletedResourceCompletable);
}).apply(a)))).then()).then(alertTriggerService.findByDomainAndCriteria_migrated(domainId, new AlertTriggerCriteria()).flatMap((v)->alertTriggerService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(alertNotifierService.findByDomainAndCriteria_migrated(domainId, new AlertNotifierCriteria()).flatMap((v)->alertNotifierService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(domainRepository.delete_migrated(domainId)).then(RxJava2Adapter.completableToMono(Completable.fromSingle(RxJava2Adapter.monoToSingle(eventService.create_migrated(new Event(Type.DOMAIN, new Payload(domainId, ReferenceType.DOMAIN, domainId, Action.DELETE)))))))).doOnComplete(()->auditService.report(AuditBuilder.builder(DomainAuditBuilder.class).principal(principal).type(EventType.DOMAIN_DELETED).domain(domain)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(DomainAuditBuilder.class).principal(principal).type(EventType.DOMAIN_DELETED).throwable(throwable)))));
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | RxJava2Adapter.completableToMono(RxJava2Adapter.monoToCompletable(applicationService.findByDomain_migrated(domainId).flatMap((u)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Application>, CompletableSource>toJdkFunction((applications)->{
    List<Completable> deleteApplicationsCompletable = applications.stream().map((a)->RxJava2Adapter.monoToCompletable(applicationService.delete_migrated(a.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteApplicationsCompletable);
}).apply(u)))).then(certificateService.findByDomain_migrated(domainId).flatMap((v)->certificateService.delete_migrated(v.getId())).then()).then(identityProviderService.findByDomain_migrated(domainId).flatMap((v)->identityProviderService.delete_migrated(domainId, v.getId())).then()).then(extensionGrantService.findByDomain_migrated(domainId).flatMap((v)->extensionGrantService.delete_migrated(domainId, v.getId())).then()).then(roleService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Role>, CompletableSource>toJdkFunction((roles)->{
    List<Completable> deleteRolesCompletable = roles.stream().map((r)->RxJava2Adapter.monoToCompletable(roleService.delete_migrated(ReferenceType.DOMAIN, domainId, r.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteRolesCompletable);
}).apply(a)))).then()).then(userService.findByDomain_migrated(domainId).flatMap((v)->userService.delete_migrated(v.getId())).then()).then(groupService.findByDomain_migrated(domainId).flatMap((v)->groupService.delete_migrated(ReferenceType.DOMAIN, domainId, v.getId())).then()).then(scopeService.findByDomain_migrated(domainId, 0, Integer.MAX_VALUE).flatMap((g)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Page<io.gravitee.am.model.oauth2.Scope>, CompletableSource>toJdkFunction((scopes)->{
    List<Completable> deleteScopesCompletable = scopes.getData().stream().map((s)->RxJava2Adapter.monoToCompletable(scopeService.delete_migrated(s.getId(), true))).collect(Collectors.toList());
    return Completable.concat(deleteScopesCompletable);
}).apply(g)))).then()).then(emailTemplateService.findAll_migrated(ReferenceType.DOMAIN, domainId).flatMap((v)->emailTemplateService.delete_migrated(v.getId())).then()).then(formService.findByDomain_migrated(domainId).flatMap((v)->formService.delete_migrated(domainId, v.getId())).then()).then(reporterService.findByDomain_migrated(domainId).flatMap((v)->reporterService.delete_migrated(v.getId())).then()).then(flowService.findAll_migrated(ReferenceType.DOMAIN, domainId).filter(RxJavaReactorMigrationUtil.toJdkPredicate((f)->f.getId() != null)).flatMap((v)->flowService.delete_migrated(v.getId())).then()).then(membershipService.findByReference_migrated(domainId, ReferenceType.DOMAIN).flatMap((v)->membershipService.delete_migrated(v.getId())).then()).then(factorService.findByDomain_migrated(domainId).flatMap((v)->factorService.delete_migrated(domainId, v.getId())).then()).then(resourceService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Resource>, CompletableSource>toJdkFunction((resources)->{
    List<Completable> deletedResourceCompletable = resources.stream().map((io.gravitee.am.model.uma.Resource ident)->RxJava2Adapter.monoToCompletable(resourceService.delete_migrated(ident))).collect(Collectors.toList());
    return Completable.concat(deletedResourceCompletable);
}).apply(a)))).then()).then(alertTriggerService.findByDomainAndCriteria_migrated(domainId, new AlertTriggerCriteria()).flatMap((v)->alertTriggerService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(alertNotifierService.findByDomainAndCriteria_migrated(domainId, new AlertNotifierCriteria()).flatMap((v)->alertNotifierService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(domainRepository.delete_migrated(domainId)).then(RxJava2Adapter.completableToMono(Completable.fromSingle(RxJava2Adapter.monoToSingle(eventService.create_migrated(new Event(Type.DOMAIN, new Payload(domainId, ReferenceType.DOMAIN, domainId, Action.DELETE)))))))).doOnComplete(()->auditService.report(AuditBuilder.builder(DomainAuditBuilder.class).principal(principal).type(EventType.DOMAIN_DELETED).domain(domain)))).doOnError
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(applicationService.findByDomain_migrated(domainId).flatMap((u)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Application>, CompletableSource>toJdkFunction((applications)->{
    List<Completable> deleteApplicationsCompletable = applications.stream().map((a)->RxJava2Adapter.monoToCompletable(applicationService.delete_migrated(a.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteApplicationsCompletable);
}).apply(u)))).then(certificateService.findByDomain_migrated(domainId).flatMap((v)->certificateService.delete_migrated(v.getId())).then()).then(identityProviderService.findByDomain_migrated(domainId).flatMap((v)->identityProviderService.delete_migrated(domainId, v.getId())).then()).then(extensionGrantService.findByDomain_migrated(domainId).flatMap((v)->extensionGrantService.delete_migrated(domainId, v.getId())).then()).then(roleService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Role>, CompletableSource>toJdkFunction((roles)->{
    List<Completable> deleteRolesCompletable = roles.stream().map((r)->RxJava2Adapter.monoToCompletable(roleService.delete_migrated(ReferenceType.DOMAIN, domainId, r.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteRolesCompletable);
}).apply(a)))).then()).then(userService.findByDomain_migrated(domainId).flatMap((v)->userService.delete_migrated(v.getId())).then()).then(groupService.findByDomain_migrated(domainId).flatMap((v)->groupService.delete_migrated(ReferenceType.DOMAIN, domainId, v.getId())).then()).then(scopeService.findByDomain_migrated(domainId, 0, Integer.MAX_VALUE).flatMap((g)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Page<io.gravitee.am.model.oauth2.Scope>, CompletableSource>toJdkFunction((scopes)->{
    List<Completable> deleteScopesCompletable = scopes.getData().stream().map((s)->RxJava2Adapter.monoToCompletable(scopeService.delete_migrated(s.getId(), true))).collect(Collectors.toList());
    return Completable.concat(deleteScopesCompletable);
}).apply(g)))).then()).then(emailTemplateService.findAll_migrated(ReferenceType.DOMAIN, domainId).flatMap((v)->emailTemplateService.delete_migrated(v.getId())).then()).then(formService.findByDomain_migrated(domainId).flatMap((v)->formService.delete_migrated(domainId, v.getId())).then()).then(reporterService.findByDomain_migrated(domainId).flatMap((v)->reporterService.delete_migrated(v.getId())).then()).then(flowService.findAll_migrated(ReferenceType.DOMAIN, domainId).filter(RxJavaReactorMigrationUtil.toJdkPredicate((f)->f.getId() != null)).flatMap((v)->flowService.delete_migrated(v.getId())).then()).then(membershipService.findByReference_migrated(domainId, ReferenceType.DOMAIN).flatMap((v)->membershipService.delete_migrated(v.getId())).then()).then(factorService.findByDomain_migrated(domainId).flatMap((v)->factorService.delete_migrated(domainId, v.getId())).then()).then(resourceService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Resource>, CompletableSource>toJdkFunction((resources)->{
    List<Completable> deletedResourceCompletable = resources.stream().map((io.gravitee.am.model.uma.Resource ident)->RxJava2Adapter.monoToCompletable(resourceService.delete_migrated(ident))).collect(Collectors.toList());
    return Completable.concat(deletedResourceCompletable);
}).apply(a)))).then()).then(alertTriggerService.findByDomainAndCriteria_migrated(domainId, new AlertTriggerCriteria()).flatMap((v)->alertTriggerService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(alertNotifierService.findByDomainAndCriteria_migrated(domainId, new AlertNotifierCriteria()).flatMap((v)->alertNotifierService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(domainRepository.delete_migrated(domainId)).then(RxJava2Adapter.completableToMono(Completable.fromSingle(RxJava2Adapter.monoToSingle(eventService.create_migrated(new Event(Type.DOMAIN, new Payload(domainId, ReferenceType.DOMAIN, domainId, Action.DELETE)))))))).doOnComplete
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | (u)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Application>, CompletableSource>toJdkFunction((applications)->{
    List<Completable> deleteApplicationsCompletable = applications.stream().map((a)->RxJava2Adapter.monoToCompletable(applicationService.delete_migrated(a.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteApplicationsCompletable);
}).apply(u)))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | (a)->RxJava2Adapter.monoToCompletable(applicationService.delete_migrated(a.getId()))
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | (a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Role>, CompletableSource>toJdkFunction((roles)->{
    List<Completable> deleteRolesCompletable = roles.stream().map((r)->RxJava2Adapter.monoToCompletable(roleService.delete_migrated(ReferenceType.DOMAIN, domainId, r.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteRolesCompletable);
}).apply(a)))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | (r)->RxJava2Adapter.monoToCompletable(roleService.delete_migrated(ReferenceType.DOMAIN, domainId, r.getId()))
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | (g)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Page<io.gravitee.am.model.oauth2.Scope>, CompletableSource>toJdkFunction((scopes)->{
    List<Completable> deleteScopesCompletable = scopes.getData().stream().map((s)->RxJava2Adapter.monoToCompletable(scopeService.delete_migrated(s.getId(), true))).collect(Collectors.toList());
    return Completable.concat(deleteScopesCompletable);
}).apply(g)))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | (s)->RxJava2Adapter.monoToCompletable(scopeService.delete_migrated(s.getId(), true))
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | (a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Resource>, CompletableSource>toJdkFunction((resources)->{
    List<Completable> deletedResourceCompletable = resources.stream().map((io.gravitee.am.model.uma.Resource ident)->RxJava2Adapter.monoToCompletable(resourceService.delete_migrated(ident))).collect(Collectors.toList());
    return Completable.concat(deletedResourceCompletable);
}).apply(a)))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | (io.gravitee.am.model.uma.Resource ident)->RxJava2Adapter.monoToCompletable(resourceService.delete_migrated(ident))
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | applicationService.findByDomain_migrated(domainId).flatMap((u)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Application>, CompletableSource>toJdkFunction((applications)->{
    List<Completable> deleteApplicationsCompletable = applications.stream().map((a)->RxJava2Adapter.monoToCompletable(applicationService.delete_migrated(a.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteApplicationsCompletable);
}).apply(u)))).then(certificateService.findByDomain_migrated(domainId).flatMap((v)->certificateService.delete_migrated(v.getId())).then()).then(identityProviderService.findByDomain_migrated(domainId).flatMap((v)->identityProviderService.delete_migrated(domainId, v.getId())).then()).then(extensionGrantService.findByDomain_migrated(domainId).flatMap((v)->extensionGrantService.delete_migrated(domainId, v.getId())).then()).then(roleService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Role>, CompletableSource>toJdkFunction((roles)->{
    List<Completable> deleteRolesCompletable = roles.stream().map((r)->RxJava2Adapter.monoToCompletable(roleService.delete_migrated(ReferenceType.DOMAIN, domainId, r.getId()))).collect(Collectors.toList());
    return Completable.concat(deleteRolesCompletable);
}).apply(a)))).then()).then(userService.findByDomain_migrated(domainId).flatMap((v)->userService.delete_migrated(v.getId())).then()).then(groupService.findByDomain_migrated(domainId).flatMap((v)->groupService.delete_migrated(ReferenceType.DOMAIN, domainId, v.getId())).then()).then(scopeService.findByDomain_migrated(domainId, 0, Integer.MAX_VALUE).flatMap((g)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Page<io.gravitee.am.model.oauth2.Scope>, CompletableSource>toJdkFunction((scopes)->{
    List<Completable> deleteScopesCompletable = scopes.getData().stream().map((s)->RxJava2Adapter.monoToCompletable(scopeService.delete_migrated(s.getId(), true))).collect(Collectors.toList());
    return Completable.concat(deleteScopesCompletable);
}).apply(g)))).then()).then(emailTemplateService.findAll_migrated(ReferenceType.DOMAIN, domainId).flatMap((v)->emailTemplateService.delete_migrated(v.getId())).then()).then(formService.findByDomain_migrated(domainId).flatMap((v)->formService.delete_migrated(domainId, v.getId())).then()).then(reporterService.findByDomain_migrated(domainId).flatMap((v)->reporterService.delete_migrated(v.getId())).then()).then(flowService.findAll_migrated(ReferenceType.DOMAIN, domainId).filter(RxJavaReactorMigrationUtil.toJdkPredicate((f)->f.getId() != null)).flatMap((v)->flowService.delete_migrated(v.getId())).then()).then(membershipService.findByReference_migrated(domainId, ReferenceType.DOMAIN).flatMap((v)->membershipService.delete_migrated(v.getId())).then()).then(factorService.findByDomain_migrated(domainId).flatMap((v)->factorService.delete_migrated(domainId, v.getId())).then()).then(resourceService.findByDomain_migrated(domainId).flatMap((a)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.<Set<Resource>, CompletableSource>toJdkFunction((resources)->{
    List<Completable> deletedResourceCompletable = resources.stream().map((io.gravitee.am.model.uma.Resource ident)->RxJava2Adapter.monoToCompletable(resourceService.delete_migrated(ident))).collect(Collectors.toList());
    return Completable.concat(deletedResourceCompletable);
}).apply(a)))).then()).then(alertTriggerService.findByDomainAndCriteria_migrated(domainId, new AlertTriggerCriteria()).flatMap((v)->alertTriggerService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(alertNotifierService.findByDomainAndCriteria_migrated(domainId, new AlertNotifierCriteria()).flatMap((v)->alertNotifierService.delete_migrated(v.getReferenceType(), v.getReferenceId(), v.getId(), principal)).then()).then(domainRepository.delete_migrated(domainId)).then(RxJava2Adapter.completableToMono(Completable.fromSingle(RxJava2Adapter.monoToSingle(eventService.create_migrated(new Event(Type.DOMAIN, new Payload(domainId, ReferenceType.DOMAIN, domainId, Action.DELETE)))))))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | Completable.fromSingle(RxJava2Adapter.monoToSingle(eventService.create_migrated(new Event(Type.DOMAIN, new Payload(domainId, ReferenceType.DOMAIN, domainId, Action.DELETE)))))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(Mono.error(ex));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(Mono.error(new TechnicalManagementException("An error occurs while trying to delete security domain " + domainId, ex)));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | RxJava2Adapter.singleToMono(Observable.fromArray(Scope.values()).flatMapSingle((systemScope)->{
    final String scopeKey = systemScope.getKey();
    NewSystemScope scope = new NewSystemScope();
    scope.setKey(scopeKey);
    scope.setClaims(systemScope.getClaims());
    scope.setName(systemScope.getLabel());
    scope.setDescription(systemScope.getDescription());
    scope.setDiscovery(systemScope.isDiscovery());
    return RxJava2Adapter.monoToSingle(scopeService.create_migrated(domain.getId(), scope));
}).lastOrError()).map
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(scopeService.create_migrated(domain.getId(), scope));
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | (y)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.toJdkFunction((Function<Optional<Domain>, CompletableSource>)(optDomain)->{
    if (optDomain.isPresent() && !optDomain.get().getId().equals(domain.getId())) {
        return RxJava2Adapter.monoToCompletable(Mono.error(new DomainAlreadyExistsException(domain.getName())));
    } else {
        return RxJava2Adapter.monoToCompletable(environmentService.findById_migrated(domain.getReferenceId()).flatMap((v)->validateDomain_migrated(domain, v)).then());
    }
}).apply(y)))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(Mono.error(new DomainAlreadyExistsException(domain.getName())));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(environmentService.findById_migrated(domain.getReferenceId()).flatMap((v)->validateDomain_migrated(domain, v)).then());
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(getById_migrated(referenceType, referenceId, notifierId));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(getById(referenceType, referenceId, notifierId));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByDomainAndCriteria_migrated(domainId, criteria));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByDomainAndCriteria(domainId, criteria));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByReferenceAndCriteria_migrated(referenceType, referenceId, criteria));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByReferenceAndCriteria(referenceType, referenceId, criteria));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(referenceType, referenceId, newAlertNotifier, byUser));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(create(referenceType, referenceId, newAlertNotifier, byUser));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(update_migrated(referenceType, referenceId, alertNotifierId, patchAlertNotifier, byUser));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(update(referenceType, referenceId, alertNotifierId, patchAlertNotifier, byUser));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(delete_migrated(referenceType, referenceId, notifierId, byUser));
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | return RxJava2Adapter.completableToMono(delete(referenceType, referenceId, notifierId, byUser));
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAllAssignable_migrated(referenceType, referenceId, assignableType));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(Flux.error(new TechnicalManagementException(String.format("An error occurs while trying to find roles by %s %s assignable to %s", referenceType, referenceId, assignableType), ex)));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findByDomain_migrated(domain));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(RxJava2Adapter.fluxToFlowable(roleRepository.findAll_migrated(ReferenceType.DOMAIN, domain)).collect(HashSet::new, Set::add));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(roleRepository.findAll_migrated(ReferenceType.DOMAIN, domain)).collect
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findByDomain_migrated(domain, page, size));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(searchByDomain_migrated(domain, query, page, size));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findById_migrated(referenceType, referenceId, id));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(roleRepository.findById_migrated(referenceType, referenceId, id)).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find a role using its ID: {}", id, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a role using its ID: %s", id), ex)));
})).switchIfEmpty
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(roleRepository.findById_migrated(referenceType, referenceId, id)).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a role using its ID: %s", id), ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(id));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(roleRepository.findById_migrated(id)).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find a role using its ID: {}", id, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a role using its ID: %s", id), ex)));
}));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(roleRepository.findById_migrated(id)).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a role using its ID: %s", id), ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findSystemRole_migrated(systemRole, assignableType));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(roleRepository.findByNameAndAssignableType_migrated(ReferenceType.PLATFORM, Platform.DEFAULT, systemRole.name(), assignableType).filter(RxJavaReactorMigrationUtil.toJdkPredicate(Role::isSystem))).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find system role : {} for type : {}", systemRole.name(), assignableType, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find system role : %s for type : %s", systemRole.name(), assignableType), ex)));
}));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(roleRepository.findByNameAndAssignableType_migrated(ReferenceType.PLATFORM, Platform.DEFAULT, systemRole.name(), assignableType).filter(RxJavaReactorMigrationUtil.toJdkPredicate(Role::isSystem))).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find system role : %s for type : %s", systemRole.name(), assignableType), ex)));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findRolesByName_migrated(referenceType, referenceId, assignableType, roleNames));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(Flux.error(new TechnicalManagementException(String.format("An error occurs while trying to find roles : %s", joinedRoles), ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findDefaultRole_migrated(organizationId, defaultRole, assignableType));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(roleRepository.findByNameAndAssignableType_migrated(ReferenceType.ORGANIZATION, organizationId, defaultRole.name(), assignableType).filter(RxJavaReactorMigrationUtil.toJdkPredicate(Role::isDefaultRole))).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find default role {} of organization {} for the type {}", defaultRole.name(), organizationId, assignableType, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find default role %s of organization %s for type %s", defaultRole.name(), organizationId, assignableType), ex)));
}));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(roleRepository.findByNameAndAssignableType_migrated(ReferenceType.ORGANIZATION, organizationId, defaultRole.name(), assignableType).filter(RxJavaReactorMigrationUtil.toJdkPredicate(Role::isDefaultRole))).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find default role %s of organization %s for type %s", defaultRole.name(), organizationId, assignableType), ex)));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(findByIdIn_migrated(ids));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | RxJava2Adapter.singleToMono(RxJava2Adapter.fluxToFlowable(roleRepository.findByIdIn_migrated(ids)).collect(()->(Set<Role>)new HashSet<Role>(), Set::add)).onErrorResume
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(roleRepository.findByIdIn_migrated(ids)).collect
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (err)->RxJava2Adapter.singleToMono(RxJavaReactorMigrationUtil.<Throwable, Single<Set<Role>>>toJdkFunction((ex)->{
    LOGGER.error("An error occurs while trying to find roles by ids", ex);
